idp,x,y,z
3505,-57.7829,-35.496,2
3506,-57.8979,-35.481,1
3507,-57.8741,-35.4576,2
3508,-57.9568,-35.4551,2
3509,-60.69147,-29.11022,NA
3510,-64.4218,-25.2499,0
3512,-64.0136,-25.2782,0
3513,-66.6075,-34.64222,0
3514,-66.40528,-32.42778,0
3517,-64.1232,-25.1682,0
3519,-64.3399,-25.2318,0
3520,-57.95328,-35.5347,2
3521,-57.62259,-35.53911,2
3523,-65.13861,-35.9725,0
3525,-60.69352,-29.09993,0
3526,-65.26528,-35.62361,0
3527,-60.69507,-28.92916,NA
3528,-60.68984,-29.10833,0
3529,-65.59083,-32.10889,NA
3530,-66.16194,-32.31917,0
3531,-60.20715,-29.09571,0
3532,-60.37019,-29.38191,2
3533,-66.82278,-32.10611,0
3534,-66.12333,-32.23778,0
3536,-66.40917,-32.33444,0
3537,-64.3722,-25.249,0
3538,-65.87889,-32.06278,0
3539,-65.92472,-33.44667,0
3540,-65.03222,-32.67778,0
3541,-57.5439,-35.5547,2
3542,-59.70978,-29.12697,NA
3543,-59.65511,-29.16237,0
3544,-59.64395,-29.20826,0
3545,-66.78972,-33.8125,0
3546,-66.33111,-33.32639,0
3547,-66.74417,-33.24667,0
3548,-65.86694,-32.13806,0
3549,-67.02361,-33.08056,0
3550,-59.65879,-29.17087,0
3551,-66.66278,-33.2425,0
3552,-59.63495,-29.21991,0
3553,-66.76,-33.44417,0
3554,-64.85,-35.76667,NA
3555,-64.86667,-35.26667,2
3556,-65.1,-35.7,0
3557,-66.58333,-37.21667,0
3558,-67.07278,-33.41639,0
3559,-65.44361,-33.37472,0
3560,-65.17944,-35.92444,0
3561,-59.6533,-29.16457,0
3562,-65.24556,-33.285,NA
3563,-59.24942,-28.04189,0
3564,-65.43389,-32.52917,0
3565,-66.97083,-32.47556,NA
3568,-65.1175,-35.89694,0
3569,-65.68639,-31.95111,0
3570,-66.59694,-32.18639,0
3572,-65.46417,-32.05278,NA
3574,-65.85139,-32.70028,NA
3575,-63.9431,-25.6261,0
3576,-67.01889,-33.25139,0
3577,-63.9328,-25.6449,0
3579,-65.81667,-37.75,0
3580,-64.16667,-35.8,0
3581,-64.18333,-35.46667,0
3582,-63.51667,-35.18333,NA
3583,-63.81667,-35.18333,0
3584,-66.96667,-36.3,0
3585,-63.93333,-37.05,0
3586,-65.28333,-36.7,0
3587,-64.93333,-36.53333,0
3588,-65.16667,-37.05,0
3589,-64.88333,-37.03333,0
3590,-63.91667,-37.75,0
3591,-65.45,-37.28333,0
3592,-64.48333,-37.03333,0
3593,-64.25,-37.93333,0
3595,-63.51667,-38.05,0
3596,-63.96667,-37.38333,0
3597,-64.11667,-38.28333,0
3598,-63.6,-38.38333,2
3599,-57.6458,-35.6343,2
3600,-66.07139,-33.27,0
3601,-64.28333,-38.7,0
3602,-65.23333,-37.65,0
3603,-65.7,-38.05,0
3604,-66.3025,-33.09833,0
3605,-70.58333,-37.28333,NA
3606,-64.88333,-38.6,0
3608,-65.88861,-33.11389,0
3609,-65.15,-38.61667,0
3610,-71.01667,-37.18333,0
3611,-65.17583,-33.40472,0
3612,-64.11667,-38.95,0
3613,-63.76667,-38.78333,0
3614,-63.48333,-38.93333,0
3615,-65.77807,-27.34254,0
3616,-65.22769,-27.41869,0
3617,-70.85,-36.9,0
3619,-65.50772,-27.068,0
3620,-65.73419,-27.33683,0
3621,-70.93333,-36.88333,0
3622,-65.78517,-27.35717,2
3623,-65.3685,-27.18925,0
3624,-63.9589,-25.6025,0
3625,-65.49447,-27.20375,0
3626,-65.32142,-27.33825,0
3627,-65.58361,-27.21167,0
3628,-57.9544,-35.53234,NA
3629,-65.46167,-27.2725,0
3630,-65.40528,-27.48722,0
3631,-70.36667,-39.75,0
3632,-65.56167,-27.25167,2
3634,-70.16667,-39.53333,0
3636,-65.41667,-27.37111,0
3637,-65.435,-27.03278,2
3638,-65.5725,-27.37361,0
3639,-65.36778,-27.30833,0
3640,-65.44972,-27.18333,0
3641,-65.36611,-27.24194,0
3642,-65.38861,-27.37917,0
3643,-65.48889,-27.31944,0
3644,-65.4925,-27.11639,0
3645,-65.46333,-26.97111,2
3646,-65.60631,-27.15214,2
3647,-65.50675,-27.11275,1
3648,-65.47133,-27.21317,0
3649,-65.98667,-32.75889,2
3650,-65.14944,-32.45583,0
3651,-66.35111,-33.19722,0
3652,-66.70194,-32.96667,NA
3653,-66.85389,-32.36944,NA
3654,-66.46361,-31.95278,NA
3655,-65.7525,-32.84889,0
3656,-64.1351,-25.1088,1
3657,-66.4025,-34.15917,0
3658,-63.9243,-25.5431,0
3659,-67.05,-32.31167,0
3660,-64.96056,-32.61778,2
3661,-67.92011,-53.6865,NA
3662,-68.45,-52.88333,0
3663,-68.01667,-53.58333,NA
3664,-68.29431,-53.38653,NA
3666,-68.41667,-53.66667,NA
3669,-68.51667,-54.08333,NA
3670,-65.55861,-34.83889,0
3671,-65.37528,-33.66694,0
3672,-65.2325,-33.12306,0
3673,-66.8875,-33.57222,0
3674,-66.00667,-33.26806,0
3675,-65.5775,-33.01083,NA
3676,-66.97083,-31.92417,NA
3677,-66.9275,-33.24444,NA
3678,-65.175,-32.31722,0
3679,-65.25917,-33.03306,0
3680,-65.665,-32.43944,NA
3681,-67.26639,-32.33444,0
3682,-66.45472,-35.30306,NA
3683,-65.45278,-32.73639,0
3684,-65.10972,-32.67944,0
3685,-65.27583,-34.69306,0
3686,-65.71056,-35.32333,0
3687,-65.70583,-35.66139,NA
3688,-66.655,-33.86028,NA
3689,-65.26028,-33.59306,NA
3690,-65.23333,-32.17583,NA
3692,-65.16472,-33.90722,NA
3704,-64.0489,-25.4482,0
3705,-64.0811,-25.2948,NA
3706,-64.02,-25.2608,0
3707,-68.6174,-31.1524,0
3708,-69.2475,-30.3241,0
3709,-68.3483,-30.6834,0
3710,-67.2368,-31.4538,0
3711,-67.5339,-31.6259,0
3712,-67.4305,-31.5661,0
3713,-67.7753,-32.1932,0
3714,-68.1368,-31.928,0
3715,-68.6077,-31.9424,0
3716,-68.3309,-30.6997,0
3717,-67.2739,-31.3829,0
3718,-67.2974,-30.7409,0
3719,-69.1359,-30.1163,0
3720,-69.4066,-30.6792,0
3721,-68.3878,-31.2156,0
3722,-67.3701,-30.5901,0
3724,-65.49556,-34.67056,0
3725,-65.51389,-34.69806,0
3731,-68.58333,-53.98333,0
3732,-68.33333,-54.16667,NA
3733,-68.3,-54.15,NA
3735,-67.98333,-54.01,NA
3736,-70.11667,-39.03333,0
3738,-60.96401,-27.79801,0
3739,-61.92166,-30.40377,0
3742,-61.45459,-28.27488,NA
3743,-61.57429,-28.89839,NA
3744,-61.30354,-29.1612,0
3746,-60.05161,-28.63316,NA
3747,-60.22644,-29.55974,NA
3749,-71.25,-39.23333,NA
3750,-54.08631,-26.60223,NA
3751,-53.945,-26.54543,NA
3752,-53.75755,-26.32649,NA
3753,-67.28333,-54.36667,0
3754,-54.58806,-26.08625,NA
3755,-55.05851,-26.92165,NA
3756,-67.26667,-54.58333,NA
3757,-71.23333,-39.23333,2
3758,-54.63442,-26.40348,NA
3759,-54.57969,-25.96746,NA
3760,-67.6357,-31.5707,0
3761,-69.4357,-31.7122,NA
3762,-69.4851,-31.6176,0
3763,-68.7182,-30.4104,0
3764,-68.3254,-30.228,0
3765,-69.2409,-30.3673,0
3766,-59.34039,-25.55221,0
3767,-58.85283,-25.81573,NA
3768,-64.0372,-25.2139,2
3769,-58.2479,-26.09923,NA
3770,-53.77402,-26.04618,NA
3771,-65.23186,-24.20647,NA
3772,-65.61988,-22.17235,0
3773,-65.69005,-22.35352,NA
3774,-71.16667,-39.25,0
3775,-65.67641,-22.84845,0
3776,-65.37115,-22.99464,0
3777,-64.79425,-24.02039,NA
3779,-68.2948,-30.679,0
3780,-68.7129,-31.9178,NA
3781,-68.5033,-30.9719,0
3782,-64.95028,-25.63575,NA
3783,-69.4381,-31.308,0
3784,-65.01055,-25.09922,0
3785,-69.452,-31.2091,0
3786,-71.15,-39.2,NA
3787,-64.0187,-25.2351,0
3788,-65.07651,-24.55785,0
3789,-64.33167,-23.41212,1
3790,-64.35971,-22.85126,0
3791,-63.78974,-22.47336,0
3792,-63.9749,-25.3889,NA
3793,-63.47331,-22.38964,0
3794,-63.39609,-22.35129,0
3795,-63.57803,-22.44007,0
3796,-63.82345,-22.84255,NA
3797,-64.09392,-23.20045,0
3798,-67.26667,-54.58333,NA
3800,-71.05,-39.18333,0
3801,-67.36667,-54.86667,NA
3802,-60.78527,-26.7363,NA
3803,-69.208,-29.9634,0
3804,-69.2283,-30.0144,0
3805,-71.03333,-39.18333,NA
3806,-71.1,-39.18333,0
3807,-64.0428,-25.4502,0
3808,-67.2522,-31.3399,0
3810,-70.86667,-39.21667,NA
3811,-70.86667,-39.15,2
3812,-68.7114,-30.4024,0
3813,-71.26667,-44.23333,NA
3814,-71.51417,-39.72028,1
3815,-71.39833,-39.75333,2
3817,-70.95,-40.15,0
3820,-70.86667,-40.1,0
3823,-58.09339,-36.08211,0
3826,-58.15002,-36.0574,0
3827,-71.48333,-44.21667,0
3828,-64.1762,-24.5757,NA
3829,-64.1128,-24.5449,0
3830,-70.43333,-44.21667,NA
3832,-69.9,-45.15,NA
3833,-64.0278,-24.4362,NA
3834,-64.0551,-24.4953,0
3835,-69.96667,-45.11667,NA
3836,-64.2952,-24.6596,2
3837,-68.82694,-45.77036,0
3838,-58.16331,-36.10157,0
3839,-67.61667,-45.9,NA
3840,-70.83333,-40.15,1
3841,-68.03333,-45.93333,NA
3842,-68.85,-46.4,0
3846,-69.51667,-46.65,NA
3847,-68.43333,-47.78333,NA
3848,-69.95,-47.73333,NA
3849,-68.55,-47.78333,0
3851,-70.2,-47.4,NA
3852,-58.07776,-36.29416,NA
3854,-71.42115,-47.54094,0
3855,-70.67363,-48.35788,0
3856,-70.14024,-48.78033,0
3858,-69.81472,-49.38695,0
3860,-71.70278,-40.16028,NA
3861,-61.61781,-27.96488,0
3862,-69.42879,-50.23697,0
3863,-69.0943,-50.18238,NA
3864,-57.94673,-36.01766,0
3866,-65.26506,-43.39177,0
3867,-57.91126,-36.11073,0
3872,-57.90006,-36.15712,2
3873,-66.05546,-43.38854,0
3875,-57.91983,-36.10848,NA
3879,-66.98968,-43.68933,0
3880,-67.89326,-43.77046,NA
3881,-69.66132,-43.75883,NA
3882,-70.95277,-51.2253,NA
3883,-61.40573,-27.96215,0
3888,-67.3,-43.8,0
3889,-70.1,-43.83333,NA
3890,-69.5,-50.96667,0
3891,-69.4,-51.8,0
3893,-70,-51.75,NA
3894,-70.80787,-51.98023,NA
3895,-70.2878,-51.89144,NA
3896,-71.875,-51.86302,NA
3897,-61.16135,-27.88193,1
3898,-72.76667,-50.58333,NA
3899,-72.23333,-51.46667,1
3900,-72.06667,-50.35,0
3901,-69.21667,-50.01667,NA
3905,-64.13,-24.44,0
3906,-64.4,-24.57,NA
3907,-64.39,-24.53,0
3908,-64.39,-24.53,0
3909,-64.39,-24.53,0
3910,-64.32,-24.57,NA
3914,-71.43062,-50.4834,NA
3915,-64.29,-24.59,0
3916,-64.29,-24.64,0
3917,-72.4129,-50.42493,1
3918,-71.71667,-50.26667,0
3919,-70.96667,-50.28333,0
3920,-69.18752,-50.26838,NA
3921,-68,-49.51667,0
3922,-67.66667,-48.35,0
3926,-66.41667,-47.5,NA
3927,-64.0982,-25.1623,0
3928,-64.0033,-25.4808,0
3929,-63.9764,-25.422,0
3930,-63.9061,-25.5907,0
3931,-63.8958,-25.6139,NA
3932,-64.0612,-25.4047,0
3933,-63.9136,-25.6046,0
3935,-64.0818,-25.2498,0
3936,-63.9851,-25.3523,0
3937,-64.331,-25.2002,0
3940,-64.0589,-25.3893,0
3941,-64.0234,-25.3635,0
3942,-64.0557,-25.2479,0
3943,-63.9997,-25.478,0
3944,-64.0164,-25.4296,0
3945,-68.7,-39.21667,0
3946,-64.0285,-25.2845,0
3947,-64.3143,-25.1825,2
3948,-64.3612,-25.1968,0
3949,-63.981,-25.3691,0
3950,-63.9143,-25.5102,0
3951,-64.0893,-25.2405,NA
3952,-64.3309,-25.1725,NA
3959,-68.06667,-45.8,0
3962,-68.76667,-45.75,0
3964,-70.18333,-45.71667,0
3967,-71.48333,-41.75,NA
3968,-71.36814,-44.92178,NA
3969,-71.35781,-44.93664,NA
3971,-70.87528,-43.09052,0
3972,-71.25,-40.53333,NA
3973,-71.01092,-44.92653,0
3974,-71.6,-42.81667,NA
3975,-70.6849,-44.90537,0
3976,-71.08333,-42.6,NA
3977,-70.88281,-43.62843,0
3978,-71.53333,-42,NA
3979,-71.33826,-40.1662,NA
3980,-65.38603,-40.92228,0
3981,-65.28433,-41.82863,NA
3982,-65.05745,-42.80667,0
3983,-68.51667,-30.11667,NA
3984,-68.46847,-29.84448,NA
3985,-68.51667,-30.11667,0
3986,-68.61816,-31.12427,0
3987,-68.62923,-31.36141,0
3989,-68.41667,-31.93333,0
3991,-67.33333,-29.63333,NA
3992,-68.16,-29.34,0
3993,-66.83333,-29.33333,NA
3994,-67.88,-28.86,NA
3995,-66.75,-29.28333,NA
3996,-65.21667,-26.83333,NA
3997,-65.23,-26.84,NA
3998,-65.62,-27.52,NA
4000,-65.57,-27.33,NA
4001,-65.03333,-26.66667,NA
4002,-64.98333,-26.61667,NA
4003,-65.78333,-26.73333,NA
4004,-65.5,-27.1,NA
4007,-65.21667,-26.95,NA
4008,-64.95,-27.01667,NA
4009,-65.56667,-26.91667,NA
4010,-65.7,-26.81667,NA
4011,-65.7,-26.83333,NA
4017,-65.66667,-27.01667,NA
4018,-65.18333,-27.83333,NA
4019,-65.45,-27.6,NA
4020,-65.06667,-26.95,NA
4021,-65.51667,-27.2,0
4022,-65.3,-26.78333,NA
4024,-65.3,-26.78333,NA
4025,-65.16667,-26.76667,0
4026,-65,-27.28333,NA
4027,-62.3,-39.58333,0
4028,-58.40707,-34.90111,NA
4030,-63.3,-39.46667,0
4031,-63.01667,-40.05,0
4032,-62.65,-39.53333,0
4033,-62.86667,-39.41667,0
4034,-62.65,-39.36667,0
4035,-63.16667,-39.33333,0
4036,-62.94469,-39.43403,0
4037,-58.08651,-35.03697,NA
4038,-58.45009,-34.82776,NA
4043,-58.09029,-34.88136,NA
4046,-57.98333,-34.83333,NA
4054,-62.71917,-39.47806,0
4055,-65.8,-28.68333,NA
4056,-65.76667,-28.43333,NA
4057,-65.7,-28.38333,NA
4058,-65.68333,-27.95,NA
4060,-62.7,-39.25,0
4061,-62.8,-39.4,NA
4064,-62.70633,-39.49931,0
4073,-62.63108,-39.39626,0
4076,-64.44639,-23.38986,0
4078,-63.97,-24.44,NA
4079,-64.4784,-23.38036,0
4083,-62.67647,-39.52569,NA
4086,-62.67367,-39.56444,NA
4089,-68.68333,-32.76667,0
4091,-65.30806,-34.66861,0
4094,-65.40333,-35.82667,0
4095,-66.62222,-33.71278,0
4096,-65.423330000000007,-33.63583,0
4098,-66.06444,-33.135,0
4099,-65.1375,-35.74806,0
4103,-65.98194,-35.325,0
4105,-65.80694,-32.20833,0
4107,-64.89,-34.3539,0
4108,-65.71667,-28.43333,0
4109,-68.66667,-32.43333,0
4111,-67.51667,-33.9,NA
4112,-65.77139,-34.56472,0
4114,-64.78333,-28.13333,NA
4115,-65.06667,-33.1,0
4117,-64.65,-28.01667,0
4118,-66.63556,-33.3525,NA
4119,-65.1072,-34.3814,0
4120,-61.93333,-27.58333,NA
4122,-65.97861,-32.24694,NA
4123,-67.00917,-32.3975,NA
4124,-66.01389,-33.14556,0
4125,-65.42222,-33.17028,NA
4128,-65.08333,-28.7,0
4129,-63.18333,-27.53333,NA
4135,-59.63887,-25.35575,NA
4136,-64.59565,-23.72335,NA
4137,-62.61667,-27.93333,NA
4138,-63.38333,-27.9,NA
4139,-64.65,-27.75,NA
4142,-64.76667,-27.5,0
4143,-62.78333,-28.3,NA
4150,-65.3514,-23.44822,NA
4152,-65.45788,-23.89108,0
4154,-65.26753,-24.30053,NA
4155,-65.17502,-26.02415,NA
4160,-64.28056,-35.4975,NA
4163,-63.6751,-22.3178,0
4164,-65.1559,-24.78658,NA
4165,-65.3059,-24.49417,NA
4166,-65.97095,-26.10767,NA
4167,-63.75933,-25.46477,0
4168,-62.376,-29.395,NA
4169,-58.74977,-26.85075,NA
4171,-61.64715,-27.48063,NA
4174,-60.43183,-26.84186,NA
4175,-60.43183,-26.84186,NA
4179,-58.91667,-27.33333,NA
4180,-58.91667,-27.33333,NA
4182,-65.47928,-24.8985,0
4184,-65.4787,-24.89673,0
4185,-59.1,-27.51667,NA
4186,-65.48897,-25.28137,NA
4187,-65.4887,-25.27997,0
4188,-59.1,-27.51667,0
4189,-55.82212,-27.78467,0
4190,-58.96667,-27.21667,NA
4192,-60.69365,-29.11825,NA
4193,-60.74487,-29.12075,NA
4195,-61.6905,-28.8947,NA
4196,-60.27717,-29.84195,NA
4197,-59.75442,-29.46312,0
4198,-59.82713,-28.66758,NA
4199,-59.80468,-28.67143,NA
4200,-59.99428,-28.62883,NA
4201,-61.47675,-28.41667,NA
4202,-61.90075,-29.93227,NA
4205,-64.14273,-40.7066,0
4210,-66.25872,-32.34243,0
4212,-60.79078,-29.12303,NA
4213,-61.8375,-29.17948,NA
4216,-65.59707,-28.47908,NA
4218,-70.64115,-40.35204,NA
4220,-71.21618,-39.36865,NA
4222,-70.96822,-39.70584,NA
4223,-66.56073,-43.60927,0
4229,-71.36295,-40.18704,NA
4231,-71.56244,-41.05116,NA
4245,-64.43082,-23.37195,0
4247,-64.9229,-24.5737,0
4252,-64.4566,-23.37711,0
4255,-62.6114,-40.09052,0
4259,-61.65,-27.48333,NA
4264,-58.93401,-27.33477,NA
4268,-58.93333,-27.33333,0
4269,-59.85,-27.06667,NA
4271,-58.93333,-27.33333,NA
4273,-58.93333,-27.31667,NA
4274,-54.65,-26.46667,0
4276,-55.43643,-27.65663,0
4277,-55.05,-27.38333,NA
4284,-59.79038,-28.99257,NA
4288,-66.28083,-33.9175,0
4290,-66.39692,-33.31432,0
4291,-66.64306,-34.49278,0
4294,-60.07281,-26.88636,2
4297,-66.30278,-34.00694,0
4298,-66.24194,-34.56722,0
4304,-65.0912,-24.3852,0
4306,-67.56194,-29.20028,0
4308,-64.42082,-23.35746,0
4309,-64.39284,-23.38441,0
4311,-67.5625,-29.215,0
4313,-67.57361,-29.26639,0
4314,-67.51972,-29.25333,NA
4315,-61.83902,-24.04637,0
4316,-61.74446,-23.96123,0
4318,-61.90078,-23.91187,0
4319,-61.91931,-23.98552,0
4320,-61.87268,-23.97301,0
4327,-64.3418,-25.1756,2
4328,-64.2929,-25.166,2
4329,-61.8739,-23.94058,0
4330,-64.3258,-25.174,0
4331,-64.968,-25.1825,1
4332,-61.8755,-23.88307,0
4333,-61.79922,-23.98934,0
4334,-61.72734,-23.95943,0
4335,-64.2681,-25.1521,0
4336,-64.2685,-25.1568,0
4337,-61.79919,-23.98725,0
4338,-64.263,-25.1559,0
4339,-61.88488,-23.9039,0
4340,-64.2788,-25.1106,0
4342,-64.2237,-25.1324,0
4343,-61.84256,-23.86006,0
4344,-64.2328,-25.1415,0
4345,-61.84619,-23.87391,0
4346,-64.1942,-25.1244,NA
4348,-67.50111,-29.21083,NA
4349,-61.90058,-23.96401,0
4350,-61.79123,-23.89972,0
4351,-67.44694,-29.19528,0
4352,-65.61722,-33.59472,NA
4353,-65.49028,-33.77139,0
4354,-65.27139,-35.74111,0
4356,-66.76889,-33.40778,0
4357,-66.18722,-34.62667,0
4360,-61.91354,-23.98036,0
4361,-61.84088,-23.85651,0
4362,-61.85047,-23.95454,0
4363,-61.89862,-23.90885,0
4364,-65.27028,-35.78528,0
4366,-65.31694,-35.91778,0
4367,-61.87813,-24.00884,0
4368,-61.773,-23.91247,0
4369,-61.95658,-23.97942,0
4371,-66.50556,-33.03472,0
4373,-66.35611,-34.13861,0
4378,-65.42528,-35.34944,0
4379,-65.49778,-35.61611,0
4382,-65.32167,-32.85306,0
4383,-66.64833,-33.06194,0
4384,-58.67105,-34.60475,NA
4385,-66.675,-33.38167,0
4386,-66.73639,-33.12972,0
4387,-65.38111,-35.51972,0
4388,-65.35972,-32.86444,2
4389,-66.53778,-33.11583,NA
4390,-65.42083,-35.53028,0
4391,-66.79778,-33.16083,0
4392,-61.94044,-24.00294,0
4393,-66.65444,-33.19222,NA
4394,-65.64583,-35.48278,0
4395,-66.69472,-33.29806,NA
4397,-61.84878,-23.99467,0
4398,-65.92111,-35.69306,NA
4399,-66.92556,-33.40194,0
4400,-66.89556,-33.33278,NA
4401,-66.85306,-33.18222,0
4403,-65.38722,-32.02056,0
4405,-67.09167,-33.09056,0
4406,-67.12722,-33.08944,0
4407,-67.06472,-32.80139,0
4410,-54.1382,-25.68091,0
4411,-66.57583,-33.135,0
4412,-66.67833,-32.94583,NA
4413,-66.79611,-33.305,0
4414,-66.65556,-33.14583,0
4415,-65.25528,-35.3475,0
4416,-67.00454,-33.39718,0
4417,-66.93861,-33.47472,0
4418,-65.26722,-35.49333,0
4419,-65.19833,-33.68222,NA
4420,-65.61472,-33.3125,NA
4421,-65.57806,-33.3,NA
4422,-65.38028,-33.26472,NA
4423,-65.37667,-33.265,0
4424,-65.36028,-35.49472,0
4425,-65.40278,-33.31306,0
4426,-65.39722,-33.31306,0
4427,-65.19917,-33.27833,0
4428,-65.18278,-35.59028,0
4429,-65.13861,-33.29833,0
4430,-65.22111,-35.59833,0
4431,-65.2975,-35.65972,0
4432,-65.25917,-33.4,0
4433,-65.29778,-35.11556,0
4434,-65.14444,-35.09528,0
4435,-65.15861,-35.93722,0
4436,-65.37361,-35.00778,0
4437,-65.11833,-35.81583,0
4438,-65.1375,-35.71556,0
4439,-65.64778,-35.94306,0
4440,-65.4575,-35.90806,0
4441,-65.23806,-35.80194,0
4442,-65.46472,-35.93111,0
4443,-65.36528,-35.88611,0
4444,-65.38556,-35.90556,0
4445,-65.12333,-35.3775,0
4446,-65.48528,-35.76167,NA
4447,-65.17722,-35.18639,0
4448,-65.42472,-35.7575,0
4449,-65.49722,-35.88333,0
4450,-65.37194,-35.76861,0
4452,-65.60806,-33.35139,0
4453,-65.85528,-35.88167,0
4454,-65.3,-33.39583,0
4455,-65.67361,-35.96056,NA
4456,-65.30139,-33.32194,0
4457,-65.13222,-35.93694,0
4458,-66.81,-33.57639,0
4459,-65.11722,-35.97361,0
4460,-66.8475,-33.55111,0
4461,-65.16083,-35.8825,0
4462,-66.41444,-31.92056,0
4464,-65.11861,-35.84694,NA
4465,-65.38778,-33.10194,0
4466,-65.26361,-35.89667,0
4468,-65.51083,-35.34694,0
4470,-65.49889,-35.34694,0
4472,-65.54972,-35.61722,0
4473,-65.27139,-33.36639,NA
4474,-65.24778,-32.68,0
4475,-65.54972,-35.61722,0
4476,-65.26417,-32.90917,0
4477,-65.24417,-35.39583,0
4478,-65.20972,-33.03917,0
4482,-65.33611,-35.28194,0
4483,-66.21222,-33.4125,0
4484,-65.15889,-35.1375,0
4485,-66.25944,-33.39306,0
4486,-65.16583,-35.15639,0
4487,-66.26528,-33.385,NA
4488,-65.37222,-35.01778,0
4489,-65.26083,-35.22111,0
4490,-65.40306,-35.06306,0
4491,-65.67472,-35.75222,NA
4492,-65.22417,-35.48833,0
4493,-65.59167,-35.94278,0
4494,-65.60806,-35.75194,0
4495,-65.3775,-35.80639,0
4496,-65.77639,-35.74278,NA
4498,-66.28556,-33.20028,NA
4499,-65.70889,-35.975,0
4500,-66.29417,-33.60917,0
4502,-65.36667,-32.02694,0
4503,-65.94528,-33.13722,NA
4504,-65.50028,-31.97028,0
4505,-65.95722,-33.11667,0
4506,-65.6775,-32.15611,0
4507,-65.81333,-32.97528,0
4508,-65.64028,-34.36889,0
4509,-65.825,-32.99556,0
4510,-65.63222,-34.86361,0
4511,-65.85583,-32.97167,0
4512,-65.41139,-34.38611,0
4513,-65.84389,-32.97472,0
4514,-65.33028,-34.50167,0
4515,-65.45556,-34.32667,0
4516,-65.39472,-33.91389,0
4517,-65.58333,-34.00111,0
4518,-65.665,-34.30667,0
4519,-65.59139,-34.77194,0
4520,-65.78639,-33.00361,0
4521,-65.745,-33.02278,0
4522,-65.70417,-33.02389,0
4523,-65.84778,-33.01389,0
4524,-65.85694,-33.04722,0
4525,-65.87194,-33.08306,0
4526,-65.76028,-32.78667,NA
4527,-65.08361,-32.67583,NA
4528,-65.15833,-33.5425,0
4531,-66.00889,-32.78944,NA
4532,-65.98,-32.72917,2
4533,-65.30611,-32.73583,0
4534,-65.20083,-32.38556,0
4535,-65.12194,-32.31944,NA
4536,-65.17278,-32.49861,NA
4550,-65.37861,-32.53917,NA
4551,-66.98,-32.3725,0
4552,-65.46472,-32.84833,NA
4553,-65.52139,-32.8925,0
4554,-65.72417,-31.90583,NA
4555,-65.60083,-32.87694,NA
4556,-65.63194,-32.86806,2
4557,-65.6653,-32.04951,0
4558,-65.62528,-32.82778,0
4559,-65.13278,-35.70778,0
4560,-65.59139,-32.75306,0
4561,-65.18611,-35.87833,0
4562,-65.59056,-32.81583,1
4563,-66.46639,-33.2575,NA
4564,-65.31444,-35.88833,0
4565,-66.41556,-33.44306,NA
4566,-65.33833,-35.92694,NA
4567,-66.46,-33.33028,NA
4571,-66.30611,-33.40556,NA
4572,-66.46222,-33.19167,0
4573,-65.27861,-35.5575,0
4574,-66.36444,-33.02583,NA
4575,-65.16444,-35.12389,0
4577,-66.37472,-33.09361,NA
4578,-65.64889,-35.94667,0
4579,-66.31056,-33.475,0
4580,-65.49278,-32.03778,0
4583,-66.395,-33.55944,0
4584,-65.49611,-32.0625,NA
4585,-66.42639,-33.64917,0
4586,-66.4375,-33.4675,0
4588,-66.43694,-33.73694,0
4605,-65.0525,-32.34667,NA
4606,-65.96056,-32.50556,NA
4607,-67.04,-32.31194,0
4615,-65.16778,-32.30806,0
4616,-65.51139,-34.92083,0
4617,-65.42278,-35.32,0
4618,-65.33056,-34.61889,0
4619,-65.63083,-34.77167,0
4620,-65.34139,-34.12139,NA
4621,-65.91111,-32.82778,2
4622,-65.91972,-32.83139,0
4623,-65.8325,-32.95139,0
4624,-65.85556,-32.91917,0
4625,-66.24778,-33.86333,0
4626,-66.46611,-33.96444,NA
4627,-66.4775,-34.15056,NA
4628,-66.55722,-33.97028,0
4629,-66.60444,-34.01139,0
4630,-66.485830000000007,-34.64694,0
4631,-66.48194,-34.37722,0
4632,-66.45167,-34.08833,0
4634,-61.47845,-27.13803,0
4644,-60.35126,-27.48871,0
4647,-66.4275,-34.12972,0
4655,-66.21056,-34.50611,0
4657,-66.28944,-34.21361,0
4658,-65.44417,-34.75306,0
4660,-66.04389,-33.36778,0
4661,-65.74917,-34.67222,0
4662,-66.17667,-34.4275,0
4663,-66.18028,-34.34889,0
4664,-66.38194,-34.26028,0
4665,-65.61611,-35.21417,0
4666,-66.00556,-33.22333,0
4668,-66.41833,-33.91,NA
4671,-54.12011,-26.52683,NA
4672,-65.80056,-34.8175,0
4673,-66.67833,-34.03861,0
4674,-66.00472,-33.18139,0
4675,-65.80417,-35.01417,0
4676,-66.10917,-33.27444,NA
4677,-66.11444,-33.3275,NA
4679,-65.7125,-33.30528,NA
4680,-65.7725,-33.2925,0
4681,-65.77722,-33.255,0
4686,-54.56278,-26.52361,NA
4687,-65.53833,-32.93111,0
4688,-66.10361,-33.2225,0
4689,-65.99444,-33.04778,0
4690,-65.71417,-33.14111,NA
4691,-65.87056,-33.18389,0
4692,-65.86417,-33.255,NA
4699,-66.37944,-34.1825,0
4700,-66.67583,-34.16472,0
4701,-66.54361,-34.13667,NA
4702,-66.34056,-34.02861,NA
4709,-66.25667,-34.435,NA
4715,-65.97056,-33.35472,0
4716,-65.92583,-33.34639,0
