idh,idp,top,cec,ca,mg,k,na,bsum_sisinta,bsum_calculada,bsat,bsum_diff
20712,4628,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20715,4629,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20716,4629,12,NA,NA,NA,NA,NA,NA,0,NA,NA
20722,4630,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20723,4630,7,NA,NA,NA,NA,NA,NA,0,NA,NA
20726,4631,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20727,4631,8,NA,NA,NA,NA,NA,NA,0,NA,NA
20730,4632,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20731,4632,22,NA,NA,NA,NA,NA,NA,0,NA,NA
20752,4633,0,19.4,12.3,1.6,1.7,0.5,16.1,16.1,83,0
20753,4633,14,18.4,13.2,1.6,1.4,0.4,16.6,16.599999999999998,90,3.552713678800501e-15
20754,4633,17,24.4,15.8,4,2.1,0.5,22.4,22.400000000000002,92,-3.552713678800501e-15
20748,4634,0,17,9.6,3.6,3.1,0.4,16.7,16.7,98,0
20749,4634,4,21.2,13.9,3.4,2.1,1,20.4,20.4,100,0
20750,4634,23,21.2,21.3,3.4,2.1,8.8,35.6,35.6,100,0
20743,4635,0,17.4,10.3,4,2.9,0.2,17.4,17.400000000000002,100,-3.552713678800501e-15
20744,4635,12,11.2,7.8,2.2,1.63,0.3,11.9,11.93,100,-0.02999999999999936
20738,4636,0,24.3,19.6,2.3,2.3,0.2,24.4,24.400000000000002,100,-3.552713678800501e-15
20739,4636,17,26.5,24,1.4,2.1,0.3,27.8,27.8,100,0
20733,4637,0,16.4,11.2,3.1,2.1,0.2,16.6,16.599999999999998,100,3.552713678800501e-15
20734,4637,12,13.5,9.9,2,1.6,0.2,13.7,13.700000000000001,100,-1.7763568394002505e-15
20759,4638,0,17.5,12.4,5.8,2,0.2,20.4,20.4,100,0
20760,4638,10,19.1,15.3,4.5,2.1,0.4,22.3,22.3,100,0
20761,4638,22,20,13.8,4.5,3.4,0.4,21.1,22.1,100,-1
20767,4639,0,17.1,NA,NA,1.2,0.5,NA,1.7,NA,NA
20768,4639,17,16.5,12.8,2,1.3,0.3,16.4,16.400000000000002,99,-3.552713678800501e-15
20772,4640,0,12.8,7.2,2.5,1.1,0.2,11,11,86,0
20773,4640,7,13.9,8.2,2.5,0.8,0.2,12.2,11.7,88,0.5
20774,4640,20,17.1,11.4,3,0.8,0.2,15.4,15.4,90,0
20784,4641,0,17,10.2,1.8,1.2,0.3,13.5,13.5,79,0
20785,4641,16,13.6,10,2.2,1.3,0.4,13.9,13.9,100,0
20786,4641,24,29.4,22.1,3.4,2,0.8,28.3,28.3,96,0
21369,4642,0,20.5,13.7,1,0.9,0.6,16.2,16.2,79,0
21370,4642,2,27.3,17.2,0.9,0.3,3,21.4,21.4,78,0
21371,4642,15,25.6,19.3,1.2,0.2,3.6,24.3,24.3,95,0
21375,4643,0,16.6,11.3,2.7,1.2,6.8,22,22,100,0
21376,4643,22,26.2,14.7,2.7,1.8,11.6,30.8,30.8,100,0
21378,4644,0,18.7,16.2,3.5,1.2,0.4,21.3,21.3,100,0
21379,4644,14,16,12.9,3.3,1.2,0.4,17.8,17.8,100,0
21383,4645,0,19.4,12.3,4.5,2,0.8,19.6,19.6,100,0
21386,4645,0,17.8,11.2,2.2,1.7,1.4,16.5,16.5,93,0
21387,4645,0,24,15.8,2.3,2.3,3.8,24.2,24.2,100,0
21388,4645,0,26,15.8,4.7,2.4,5.8,28.7,28.7,100,0
20778,4646,0,29.4,16.1,7,3.2,0.4,26.7,26.700000000000003,91,-3.552713678800501e-15
20779,4646,8,19.2,10.9,2.8,1.9,0.4,16,16,93,0
20780,4646,20,23.1,11.9,5.3,1.9,0.6,20.1,19.7,87,0.40000000000000213
20796,4647,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20797,4647,11,NA,NA,NA,NA,NA,NA,0,NA,NA
20798,4647,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20788,4648,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20789,4648,23,NA,NA,NA,NA,NA,NA,0,NA,NA
20791,4649,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20794,4650,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20795,4650,23,NA,NA,NA,NA,NA,NA,0,NA,NA
20800,4651,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20801,4651,17,NA,NA,NA,NA,NA,NA,0,NA,NA
20802,4652,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20803,4652,19,NA,NA,NA,NA,NA,NA,0,NA,NA
20805,4653,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20806,4653,16,NA,NA,NA,NA,NA,NA,0,NA,NA
20808,4654,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20809,4654,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20811,4655,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20812,4655,7,NA,NA,NA,NA,NA,NA,0,NA,NA
20813,4655,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20815,4656,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20816,4656,12,NA,NA,NA,NA,NA,NA,0,NA,NA
20829,4657,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20830,4657,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20819,4658,0,7.3,NA,NA,2.04,0.24,NA,2.2800000000000002,NA,NA
20820,4658,24,8.16,NA,NA,2,0.4,NA,2.4,NA,NA
20822,4659,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20823,4659,13,NA,NA,NA,NA,NA,NA,0,NA,NA
20832,4660,0,9.6,NA,NA,0.82,0.1,NA,0.9199999999999999,NA,NA
20833,4660,14,11.6,NA,NA,0.9,0.1,NA,1,NA,NA
20826,4661,0,5.3,NA,NA,0.77,0.09,NA,0.86,NA,NA
20827,4661,8,6.8,5.12,0.64,0.64,0.06,6.46,6.46,95,0
20835,4662,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20836,4662,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20838,4663,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20848,4664,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20841,4665,0,6.8,3,2.77,0.56,0.06,6.39,6.39,NA,0
20842,4665,9,6,3.2,1.71,0.56,0.08,5.55,5.55,NA,0
20844,4666,0,11.64,NA,NA,1.02,1.39,NA,2.41,NA,NA
20845,4666,17,12.7,NA,NA,1.16,1.2,NA,2.36,NA,NA
20846,4666,24,11.3,NA,NA,0.26,0.6,NA,0.86,NA,NA
20851,4668,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20852,4668,5,NA,NA,NA,NA,NA,NA,0,NA,NA
20853,4668,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20868,4671,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20869,4671,11,27.12,22.17,0.1,0.75,0.16,23.18,23.180000000000003,NA,-3.552713678800501e-15
20870,4671,17,22.07,15.87,0.4,0.75,0.15,17.17,17.169999999999998,NA,3.552713678800501e-15
20855,4672,0,6.08,NA,NA,0.62,0.08,NA,0.7,NA,NA
20856,4672,18,6.26,NA,NA,0.56,0.08,NA,0.64,NA,NA
20858,4673,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20859,4673,10,NA,NA,NA,NA,NA,NA,0,NA,NA
20860,4673,18,NA,NA,NA,NA,NA,NA,0,NA,NA
20865,4674,0,16.17,NA,NA,1.34,0.3,NA,1.6400000000000001,NA,NA
20866,4674,10,16.17,NA,NA,0.8,1,NA,1.8,NA,NA
20863,4675,0,5.91,NA,NA,0.51,0.03,NA,0.54,NA,NA
20890,4676,0,NA,NA,NA,1.02,0.78,NA,1.8,NA,NA
20891,4676,18,NA,NA,NA,NA,NA,NA,0,NA,NA
20894,4677,0,13.04,NA,NA,0.46,0.78,NA,1.24,NA,NA
20895,4677,12,NA,NA,NA,NA,NA,NA,0,NA,NA
20896,4677,21,17.39,NA,NA,0.36,0.61,NA,0.97,NA,NA
20905,4678,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20906,4678,16,NA,NA,NA,NA,NA,NA,0,NA,NA
20908,4679,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20909,4679,19,NA,NA,NA,NA,NA,NA,0,NA,NA
20915,4680,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20918,4681,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20919,4681,18,NA,NA,NA,NA,NA,NA,0,NA,NA
20922,4682,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20923,4682,12,NA,NA,NA,NA,NA,NA,0,NA,NA
20929,4683,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20930,4683,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20933,4684,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20934,4684,18,NA,NA,NA,NA,NA,NA,0,NA,NA
20942,4685,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20943,4685,19,NA,NA,NA,NA,NA,NA,0,NA,NA
20945,4686,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20946,4686,9,24.53,19.99,0.88,1,0.26,22.13,22.13,NA,0
20947,4686,15,21.22,16.34,1.24,0.79,0.25,18.62,18.62,NA,0
20951,4687,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20952,4687,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20954,4688,0,11.64,NA,NA,2.54,0.87,NA,3.41,NA,NA
20955,4688,18,11.64,NA,NA,2,0.87,NA,2.87,NA,NA
20957,4689,0,17.39,NA,NA,1.67,0.92,NA,2.59,NA,NA
20958,4689,17,17.39,NA,NA,1.33,0.94,NA,2.27,NA,NA
20960,4690,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20961,4690,18,NA,NA,NA,NA,NA,NA,0,NA,NA
20964,4691,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20965,4691,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20967,4692,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20968,4692,22,NA,NA,NA,NA,NA,NA,0,NA,NA
20970,4693,0,19,12.8,3.5,1,1.2,18.5,18.5,97,0
20974,4693,0,25.4,13.7,3.5,0.6,6,23.8,23.8,94,0
20971,4693,18,33.8,44.9,2.4,0.8,8,56.1,56.1,100,0
20975,4694,0,25.4,12.1,7.3,0.7,2.6,22.7,22.7,89,0
20976,4694,7,31.9,14.5,6.2,0.6,6,27.3,27.3,86,0
20977,4694,20,33.1,18.6,8.2,0.8,7,34.6,34.6,100,0
20979,4695,0,14.8,11.7,3.6,1.6,0.2,17.1,17.099999999999998,100,3.552713678800501e-15
20980,4695,0,16.4,11.5,2.3,1,0.2,15,15,91,0
20981,4695,0,20.8,13.8,2.8,0.6,0.2,17.4,17.400000000000002,84,-3.552713678800501e-15
20982,4695,0,19.1,17.4,3,0.6,0.2,21.2,21.2,100,0
20983,4695,0,6.2,4.1,1.1,0.2,0.2,5.6,5.6,90,0
20999,4696,0,16.4,8.8,2,0.8,0.2,11.8,11.8,72,0
21000,4696,9,16.7,10,3.4,0.4,0.4,14.2,14.2,85,0
21009,4697,0,6,4.7,2.4,0.4,0.6,8.1,8.1,100,0
21010,4697,19,10.6,7.8,1.3,0.4,0.5,10,10,94,0
21022,4698,0,13.9,14.3,2.9,0.9,0.3,18.4,18.400000000000002,100,-3.552713678800501e-15
21023,4698,14,13.7,12.7,4.5,0.9,0.3,18.4,18.4,100,0
20984,4699,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20985,4699,20,NA,NA,NA,NA,NA,NA,0,NA,NA
20987,4700,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20988,4700,4,NA,NA,NA,NA,NA,NA,0,NA,NA
20989,4700,21,NA,NA,NA,NA,NA,NA,0,NA,NA
20991,4701,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20992,4701,3,NA,NA,NA,NA,NA,NA,0,NA,NA
20993,4701,24,NA,NA,NA,NA,NA,NA,0,NA,NA
20995,4702,0,NA,NA,NA,NA,NA,NA,0,NA,NA
20996,4702,5,NA,NA,NA,NA,NA,NA,0,NA,NA
21004,4703,0,12.8,8.7,2.7,0.9,0.4,12.7,12.7,99,0
21005,4703,7,12.3,9,2,0.5,0.4,11.9,11.9,97,0
21006,4703,24,14.2,9.5,3.6,0.5,0.4,14,14,99,0
21015,4704,0,17.3,16.8,3.4,0.6,0.3,21.1,21.1,100,0
21016,4704,7,11,5.06,2.2,0.3,0.3,8.4,7.859999999999999,76,0.5400000000000009
21017,4704,13,8.5,4.5,1.1,0.3,0.4,6.3,6.3,74,0
21027,4705,0,15.9,9.1,2,0.7,0.2,12,12,75,0
21028,4705,12,9.1,5.6,1.4,0.4,0.2,7.6,7.6,83,0
21098,4706,0,5.6,1.6,2,0.5,0.8,4.9,4.9,88,0
21099,4706,6,10.5,2.2,0.9,0.4,6.8,10.3,10.3,98,0
21100,4706,20,28.2,8.1,2.3,0.4,16.9,27.7,27.7,96,0
21088,4707,0,6.5,4,0.9,0.7,2,7.6,7.6,100,0
21089,4707,4,8.5,4.9,4.7,0.7,3,13.3,13.3,100,0
21090,4707,10,21.3,9.1,2.1,0.6,16.5,28.3,28.3,100,0
21093,4708,0,9,4.9,2,0.3,0.4,7.6,7.6000000000000005,84,-8.881784197001252e-16
21094,4708,10,14.3,9,2.5,0.3,0.6,12.4,12.4,87,0
21036,4709,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21037,4709,4,NA,NA,NA,NA,NA,NA,0,NA,NA
21038,4709,23,NA,NA,NA,NA,NA,NA,0,NA,NA
21103,4711,0,20.6,12.5,1.2,0.7,1.2,15.6,15.6,76,0
21104,4711,0,18.7,13.5,2.3,0.2,2.3,18.3,18.3,98,0
21105,4711,0,20.4,19.5,0.6,0.3,3.9,24.3,24.3,100,0
21106,4711,0,19,17.8,0.7,0.4,4.2,23.1,23.1,100,0
21107,4711,0,18.4,16.1,2.8,0.5,4.5,23.9,23.900000000000002,100,-3.552713678800501e-15
21108,4712,0,23.3,15.6,5.2,1.1,1.6,23.5,23.5,100,0
21109,4712,8,25.6,17.2,6.8,1,2.6,27.6,27.599999999999998,100,3.552713678800501e-15
21110,4712,18,28.2,30,7.3,1.1,6.4,44.8,44.8,100,0
21113,4713,0,13.6,9.2,1.3,0.3,1,11.8,11.799999999999999,87,1.7763568394002505e-15
21114,4713,16,15.2,9.7,2,0.3,3,15,15,99,0
21118,4714,0,7.8,3.3,3.3,0.4,0.4,7.4,7.3999999999999995,95,8.881784197001252e-16
21119,4714,7,6.5,4,2.4,0.4,0.5,7.3,7.3,100,0
21120,4714,16,7.8,4.7,2,0.4,0.5,7.6,7.6000000000000005,97,-8.881784197001252e-16
21032,4715,0,4.17,NA,NA,1.26,0.3,NA,1.56,NA,NA
21033,4715,10,8.7,NA,NA,0.9,0.34,NA,1.24,NA,NA
21034,4715,24,8.7,NA,NA,0.82,0.46,NA,1.28,NA,NA
21040,4716,0,10.4,NA,NA,1.08,0.34,NA,1.4200000000000002,NA,NA
21041,4716,11,10.4,NA,NA,0.82,0.38,NA,1.2,NA,NA
21044,4717,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21045,4717,16,NA,NA,NA,NA,NA,NA,0,NA,NA
21050,4718,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21048,4719,0,8.34,NA,NA,0.66,0.52,NA,1.1800000000000002,NA,NA
21053,4720,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21054,4720,18,NA,NA,NA,NA,NA,NA,0,NA,NA
21056,4721,0,11.3,NA,NA,0.82,0.26,NA,1.08,NA,NA
21057,4721,17,11.64,NA,NA,0.34,0.52,NA,0.8600000000000001,NA,NA
21059,4722,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21060,4722,24,NA,NA,NA,NA,NA,NA,0,NA,NA
21062,4723,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21063,4723,18,NA,NA,NA,NA,NA,NA,0,NA,NA
21065,4724,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21066,4724,16,NA,NA,NA,NA,NA,NA,0,NA,NA
21070,4726,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21071,4726,10,16.3,8,4.9,1.1,0.3,14.3,14.3,88,0
21072,4726,23,13.3,7.2,3.9,0.9,0.2,12.2,12.2,92,0
21076,4727,0,21.6,9.9,3.3,1.6,0.4,15.2,15.200000000000001,70,-1.7763568394002505e-15
21077,4727,0,12.6,6.7,3.1,0.6,0.5,10.9,10.9,86,0
21078,4727,0,24.8,14.1,6.8,0.8,0.7,22.4,22.4,90,0
21079,4727,0,31,20.5,1.7,1.5,6.8,30.5,30.5,98,0
21080,4727,0,31.1,NA,NA,1.8,6.3,NA,8.1,NA,NA
21081,4727,0,27.4,NA,NA,1.8,5,NA,6.8,NA,NA
21082,4727,0,23.7,NA,NA,2.1,3.9,NA,6,NA,NA
21083,4728,0,21.8,14.2,2,1.6,0.6,18.4,18.4,84,0
21084,4728,12,33.5,14,3.5,2.4,1.8,31.7,21.7,94,10
21122,4729,0,12.1,6.8,2.3,1.2,0.3,10.6,10.6,88,0
21123,4729,15,12.1,7.5,2.3,1.5,0.2,11.5,11.5,95,0
21125,4730,0,15.1,9.9,5.5,1.6,0.4,17.4,17.400000000000002,100,-3.552713678800501e-15
21126,4730,9,15.1,10.1,3.9,1,0.4,15.4,15.4,100,0
21130,4731,0,18.2,18.6,1.3,0.5,0.4,20.8,20.8,100,0
21131,4731,8,18.7,15.4,2.1,0.2,0.4,18.4,18.1,98,0.29999999999999716
21135,4732,0,15.4,11.4,3.4,0.4,0.7,15.9,15.9,100,0
21136,4732,4,22.5,15.2,5.4,0.4,3.3,24.3,24.3,100,0
21137,4732,16,24.1,34.3,1.6,0.4,2.7,40.4,39,100,1.3999999999999986
21140,4733,0,22.9,12.8,3.4,0.8,0.3,17.3,17.3,76,0
21141,4733,0,16.7,11.6,1.8,0.6,0.2,14.2,14.2,85,0
21142,4733,0,29,21,6.2,0.7,0.4,28.3,28.3,98,0
21143,4734,0,19.4,15.6,1.4,0.4,0.5,17.9,17.9,92,0
21145,4735,0,15.5,7.4,1.8,0.8,0.3,10.3,10.3,66,0
21146,4735,4,12.3,5.2,1.4,0.4,0.2,7.2,7.2,59,0
21147,4735,11,25.4,16.4,1.4,0.5,0.8,19.1,19.099999999999998,75,3.552713678800501e-15
21148,4735,20,29.4,23.8,3.3,0.6,1.1,28.8,28.8,98,0
21151,4736,0,22,14.9,4.9,1.5,1,22.3,22.3,100,0
21152,4736,10,12.5,20.1,5.2,1.5,1.1,27.9,27.900000000000002,100,-3.552713678800501e-15
21153,4736,24,30.9,37.7,6.3,1.6,1.7,47.3,47.300000000000004,100,-7.105427357601002e-15
21155,4737,0,18.2,20,2.2,1,0.2,23.4,23.4,100,0
21156,4737,9,19.9,14.2,5,0.7,2,21.9,21.9,100,0
21157,4737,21,20.4,22.4,2.2,0.9,3,28.5,28.5,100,0
21159,4738,0,6.6,4,1.6,0.6,0.4,6.6,6.6,100,0
21160,4738,13,9.2,6,0.9,0.6,0.3,7.8,7.8,85,0
21163,4739,0,3.6,2.7,1,0.3,2.8,6.8,6.8,100,0
21164,4739,6,13.1,8.3,3.3,0.6,7.2,19.4,19.400000000000002,100,-3.552713678800501e-15
21165,4739,13,17.9,56.1,4.2,1.4,17,78.7,78.7,100,0
21203,4740,0,17.6,12.2,1.1,0.6,0.7,14.6,14.6,83,0
21204,4740,23,22.4,17.4,2.3,0.5,0.6,20.8,20.799999999999997,93,3.552713678800501e-15
21207,4741,0,19.4,8.6,3.2,1,1.6,14.4,14.4,74,0
21208,4741,7,22.9,13.7,3,1,3.6,21.3,21.3,93,0
21209,4741,20,34.5,15.1,3.5,1,5.3,24.9,24.9,100,0
21211,4742,0,33.8,22.8,5.1,2.4,0.2,30.5,30.5,90,0
21212,4742,11,32.9,25.6,3,1.4,0.2,30.4,30.200000000000003,92,0.19999999999999574
21217,4743,0,7,9.8,3.3,0.9,0.6,15.2,14.600000000000001,100,0.5999999999999979
21218,4743,15,7.2,1.3,3.3,0.9,0.6,17.8,6.1,100,11.700000000000001
21224,4744,0,21.9,11.6,6.5,1.7,1.4,21.2,21.2,97,0
21225,4744,8,25.9,17.3,3.8,1.8,3.7,26.6,26.6,100,0
21226,4744,17,33.2,20.4,8.1,1.1,8.2,37.8,37.8,100,0
21230,4745,0,27.1,14,2.1,1.1,0.6,17.8,17.8,82,0
21231,4745,9,24,15.8,2.1,1,0.2,19.1,19.1,80,0
21232,4745,20,23.1,12.7,2.5,0.9,0.4,16.5,16.5,71,0
21243,4746,0,12.6,18.8,2.2,1,2.2,24.2,24.200000000000003,100,-3.552713678800501e-15
21244,4746,5,11.2,8.6,2.6,0.6,2,13.8,13.799999999999999,100,1.7763568394002505e-15
21245,4746,13,10.8,12.1,3,0.8,4,19.9,19.9,100,0
21246,4746,24,13,12,1.2,0.9,4,18.1,18.1,100,0
21280,4747,0,10.2,6.9,2,0.1,0.4,9.4,9.4,92,0
21281,4747,22,12.1,9,2,0.2,0.2,11.4,11.4,94,0
21285,4748,0,24.4,14.1,4.2,1.3,0.3,19.9,19.9,82,0
21286,4748,15,21.5,13.9,4.1,1.1,0.4,19.5,19.5,91,0
21288,4749,0,11.3,8.4,2.4,0.4,0.5,11.7,11.700000000000001,100,-1.7763568394002505e-15
21289,4749,11,13.5,6.9,2.9,0.2,1.4,11.4,11.4,84,0
21290,4749,19,19.6,11.7,4.8,0.4,2,18.9,18.9,96,0
21293,4750,0,27.6,3.4,1.4,1.6,NA,21.8,6.4,79,15.4
21294,4750,10,28.1,5.1,2.5,1.4,NA,24.4,9,87,15.399999999999999
21295,4750,21,26.5,7.2,2.8,1.2,NA,24.8,11.2,94,13.600000000000001
21298,4751,0,20.6,14.2,3.4,1,2.3,20.9,20.9,100,0
21299,4751,10,16.4,13.2,2,0.7,2.5,18.9,18.4,100,0.5
21300,4751,18,13.7,11.4,3.1,0.3,2.4,17.2,17.2,100,0
21302,4752,0,18.8,9.3,4.3,1.1,1.6,16.3,16.3,87,0
21303,4752,3,26.6,12.7,3.9,0.6,8,25.2,25.2,95,0
21304,4752,24,24.7,32.8,6,0.5,8,47.3,47.3,100,0
21389,4753,0,23.6,16.5,6.8,2,0.4,25.7,25.7,100,0
21390,4753,6,29.2,22.5,4.9,2.4,0.4,30.2,30.2,100,0
21391,4753,23,29.8,25.1,3.3,2.2,0.3,30.9,30.900000000000002,100,-3.552713678800501e-15
21393,4754,0,7.2,4.2,1.6,1.3,0.2,7.3,7.300000000000001,100,-8.881784197001252e-16
21168,4755,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21169,4755,22,NA,NA,NA,NA,NA,NA,0,NA,NA
21172,4756,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21173,4756,5,NA,NA,NA,NA,NA,NA,0,NA,NA
21174,4756,17,NA,NA,NA,NA,NA,NA,0,NA,NA
21178,4757,0,NA,NA,NA,1.02,0.1,NA,1.12,NA,NA
21179,4757,12,NA,NA,NA,0.3,0.18,NA,0.48,NA,NA
21181,4758,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21182,4758,15,NA,NA,NA,NA,NA,NA,0,NA,NA
21189,4759,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21190,4759,15,NA,NA,NA,NA,NA,NA,0,NA,NA
21185,4760,0,11.64,NA,NA,0.36,0.61,NA,0.97,NA,NA
21186,4760,14,11.64,NA,NA,1.02,0.72,NA,1.74,NA,NA
21193,4762,0,NA,NA,NA,1.58,0.67,NA,2.25,NA,NA
21194,4762,10,NA,NA,NA,NA,NA,NA,0,NA,NA
21195,4762,20,NA,NA,NA,1.34,0.67,NA,2.0100000000000002,NA,NA
21198,4763,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21221,4764,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21222,4764,16,NA,NA,NA,NA,NA,NA,0,NA,NA
21248,4766,0,11.02,4.01,1.24,0.12,0.18,5.55,5.55,NA,0
21249,4766,10,10.84,3.72,1.04,0.07,0.11,4.94,4.94,NA,0
21250,4766,19,12.52,5.06,1.14,0.11,0.21,6.52,6.52,NA,0
21254,4767,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21255,4767,13,NA,NA,NA,NA,NA,NA,0,NA,NA
21257,4768,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21258,4768,14,NA,NA,NA,NA,NA,NA,0,NA,NA
21260,4769,0,9.04,NA,NA,1.02,0.5,NA,1.52,NA,NA
21261,4769,18,9.04,NA,NA,0.51,0.78,NA,1.29,NA,NA
21264,4770,0,12.8,9.8,0.72,1.38,0.5,12.4,12.4,NA,0
21265,4770,18,9.04,NA,NA,0.87,0.69,NA,1.56,NA,NA
21267,4771,0,14.92,8.53,0.74,0.07,0.08,9.42,9.42,NA,0
21268,4771,6,12.08,5.29,0.26,0.09,0.17,5.81,5.8100000000000005,NA,-8.881784197001252e-16
21273,4772,0,12.4,9.6,0.8,1.23,0.53,12.16,12.16,NA,0
21274,4772,15,11,8,1.12,1.43,0.29,10.84,10.84,NA,0
21277,4773,0,18.5,12.2,5.2,0.61,0.19,18.2,18.2,NA,0
21278,4773,15,15.5,10.3,3.8,0.81,0.19,15.1,15.100000000000001,NA,-1.7763568394002505e-15
21306,4774,0,11.6,9.2,0.8,1.07,0.31,11.38,11.379999999999999,NA,1.7763568394002505e-15
21307,4774,15,9.39,NA,NA,0.82,0.66,NA,1.48,NA,NA
21309,4775,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21310,4775,10,6.6,4.4,0.72,1.28,0.15,6.55,6.550000000000001,NA,-8.881784197001252e-16
21312,4776,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21313,4776,17,NA,NA,NA,NA,NA,NA,0,NA,NA
21315,4777,0,6.43,NA,NA,0.97,0.11,NA,1.08,NA,NA
21316,4777,20,6.26,NA,NA,0.87,0.09,NA,0.96,NA,NA
21318,4778,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21319,4778,22,NA,NA,NA,NA,NA,NA,0,NA,NA
21321,4779,0,26.4,16,5.6,0.26,0.25,22.1,22.11,NA,-0.00999999999999801
21322,4779,20,27.8,16.4,4.1,0.58,0.3,21.4,21.38,NA,0.019999999999999574
21325,4780,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21326,4780,20,NA,NA,NA,NA,NA,NA,0,NA,NA
21327,4781,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21330,4782,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21333,4783,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21335,4783,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21334,4783,18,NA,NA,NA,NA,NA,NA,0,NA,NA
21336,4784,0,17.5,8.6,5.5,0.7,0.25,15.1,15.049999999999999,NA,0.05000000000000071
21339,4785,0,9.7,NA,NA,1.7,0.2,NA,1.9,NA,NA
21340,4785,10,10.9,NA,NA,1.7,0.2,NA,1.9,NA,NA
21343,4786,0,13.9,NA,NA,1.5,0.1,NA,1.6,NA,NA
21344,4786,23,13.1,NA,NA,0.7,0.1,NA,0.7999999999999999,NA,NA
21347,4787,0,9.6,NA,NA,0.9,0.3,NA,1.2,NA,NA
21348,4787,22,11,NA,NA,0.5,0.2,NA,0.7,NA,NA
21351,4788,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21352,4788,24,NA,NA,NA,NA,NA,NA,0,NA,NA
21354,4789,0,NA,NA,NA,NA,NA,NA,0,NA,NA
21355,4789,19,NA,NA,NA,NA,NA,NA,0,NA,NA
